Run,Event,PID1,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,PID2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,PID3,E3,px3,py3,pz3,pt3,eta3,phi3,Q3,PID4,E4,px4,py4,pz4,pt4,eta4,phi4,Q4,mZ1,mZ2,M
195530,215099909,11,228.636,-105.806,50.6369,196.254,117.299,1.28711,2.69523,-1,-11,30.225,-28.8631,7.94599,-4.16342,29.9368,-0.138629,2.87295,1,13,346.241,159.832,176.832,251.132,238.36,0.91876,0.835851,-1,-13,64.2735,51.9877,2.09724,37.7353,52.03,0.673238,0.0403193,1,90.5259,92.4268,392.912
195774,1162374710,-11,27.1004,-18.7246,-14.3586,-13.3286,23.5962,-0.538463,-2.48741,1,11,9.70067,-9.33282,2.46261,-0.967953,9.65225,-0.100115,2.88361,-1,-13,65.8806,-34.6707,3.74614,-55.8942,34.8725,-1.25047,3.03396,1,13,23.3923,17.3478,-14.8691,-5.01488,22.8481,-0.217762,-0.708613,-1,61.9349,14.8726,87.4615
195915,426559109,11,316.795,61.5443,-28.6834,309.433,67.9002,2.22168,-0.436131,-1,-11,58.6805,-7.36524,-37.3611,44.6464,38.0801,0.998205,-1.76544,1,-13,61.1784,-46.6002,34.2156,20.0123,57.8125,0.339593,2.50826,1,13,116.673,17.8419,46.5644,105.48,49.8656,1.49403,1.20489,-1,91.173,92.36,274.442
196453,1181788896,-11,170.55,-35.0895,-1.75338,-166.892,35.1332,-2.26225,-3.09167,1,11,24.1278,23.3858,3.79581,-4.56596,23.6918,-0.191549,0.16091,-1,-13,33.7215,25.3344,-16.5678,14.8595,30.2708,0.473043,-0.579156,1,13,75.6735,-15.2238,6.21144,-73.8655,16.4422,-2.20771,2.7542,-1,90.9728,91.4355,198.179
195147,567117841,-11,109.149,-96.5139,5.32163,-50.6969,96.6605,-0.503003,3.08651,1,11,54.2189,5.25708,29.1247,-45.4291,29.5953,-1.21403,1.39222,-1,-13,113.531,84.3356,-66.0445,-37.6153,107.118,-0.344312,-0.66436,1,13,56.562,19.4054,19.1054,-49.5749,27.2321,-1.36033,0.777607,-1,91.4551,89.0752,277.991
195915,1056539444,-11,28.667,25.3118,-13.3571,1.64275,28.6199,0.0573673,-0.485563,1,11,49.6706,-0.466344,11.1633,-48.3976,11.173,-2.17216,1.61255,-1,13,140.207,-51.1857,35.7035,-125.551,62.4076,-1.4489,2.53253,-1,-13,74.7066,18.2324,-20.2361,-69.564,27.2382,-1.66707,-0.83744,1,82.4166,57.6945,165.084
194119,140486819,11,108.079,40.7012,0.404898,100.122,40.7032,1.63219,0.00994772,-1,-11,37.58,-24.6329,-26.6036,9.88588,36.2564,0.269395,-2.31775,1,-13,103.525,-67.8737,-24.5608,74.2113,72.1809,0.901126,-2.79439,1,13,46.3258,30.0843,-0.909614,35.2162,30.098,0.996658,-0.0302263,-1,91.6738,90.3901,189.823
201191,1357605031,-11,100.071,-28.3953,64.1247,-71.3863,70.1303,-0.89398,1.98766,1,11,24.5916,-11.6694,-21.3972,-3.27565,24.3724,-0.133998,-2.07008,-1,-13,24.0013,-21.0535,-8.70326,7.5533,22.7815,0.325762,-2.7496,1,13,13.3035,-5.84821,-11.8388,-1.6165,13.2045,-0.122117,-2.02962,-1,80.8431,14.5162,128.583
201625,845122892,11,120.663,-21.1482,115.669,-27.0728,117.586,-0.228251,1.75163,-1,-11,21.7849,17.3305,-6.25746,11.6224,18.4256,0.595037,-0.346499,1,-13,120.493,-18.8874,-105.261,-55.516,106.942,-0.49825,-1.74834,1,13,26.1353,25.7419,-1.04655,4.39357,25.7632,0.169721,-0.0406332,-1,89.8174,86.8228,281.273
198212,221918655,11,76.6811,35.603,-67.8737,2.36037,76.6448,0.0307913,-1.0877,-1,-11,29.3146,3.19586,27.0504,-10.8355,27.2386,-0.387993,1.4532,1,-13,130.772,0.704673,56.7917,117.795,56.7961,1.47624,1.55839,1,13,22.9661,-8.71354,-21.2423,-0.522432,22.9599,-0.0227521,-1.96006,-1,92.4923,89.3945,233.772
200600,82431995,-11,126.02,99.9814,-20.9845,73.7869,102.16,0.670815,-0.206882,1,11,43.3979,6.37124,-42.2648,-7.51501,42.7423,-0.174928,-1.42118,-1,13,145.055,35.0384,79.0324,116.478,86.4512,1.10698,1.15349,-1,-13,22.5592,-6.68007,-21.2078,3.80993,22.2349,0.170521,-1.87594,1,94.8643,97.3522,246.191
202504,1394353502,-11,103.205,-16.7848,84.5925,-56.689,86.2416,-0.617358,1.76667,1,11,22.3049,-12.6286,-17.3146,6.18327,21.4307,0.284663,-2.20096,-1,-13,93.9431,79.6848,-14.7863,47.5078,81.0451,0.556947,-0.183473,1,13,24.2123,-18.5615,-8.09287,-13.2739,20.2491,-0.615858,-2.73044,-1,92.3538,88.3767,236.92
202237,1294338754,11,77.2072,9.88106,-56.2171,-51.9899,57.0789,-0.816904,-1.39681,-1,-11,59.053,-16.2888,37.1673,-42.9013,40.58,-0.921251,1.98384,1,-13,153.654,-90.5906,-32.2861,119.836,96.172,1.04513,-2.79923,1,13,61.4462,-3.70083,37.9328,48.1978,38.1129,1.05668,1.66805,-1,95.4475,95.7003,328.306
199574,176859852,11,120.135,-4.38595,60.9829,-103.413,61.1404,-1.29645,1.64259,-1,-11,103.064,24.7731,-29.5884,-95.5669,38.5899,-1.63846,-0.873746,1,-13,238.555,-36.9355,-42.1715,-231.874,56.0595,-2.12723,-2.2901,1,13,21.8006,-21.4697,3.14106,-2.10718,21.6982,-0.0969611,2.99632,-1,90.0168,93.9338,211.815
202478,1037471026,-11,95.3681,-14.9113,33.2321,-88.1383,36.4241,-1.61702,1.99257,1,11,22.7721,4.43459,-18.3685,12.7082,18.8963,0.630015,-1.33391,-1,13,63.1196,8.52311,-25.1949,57.242,26.5975,1.50968,-1.24459,-1,-13,29.6874,5.25611,11.7942,-26.732,12.9124,-1.47462,1.15157,1,89.0883,85.5151,206.077
202237,970333313,-11,63.3146,18.2535,-56.7952,-21.2097,59.6564,-0.348437,-1.25983,1,11,42.4042,10.2235,38.1818,-15.3543,39.5268,-0.379293,1.30918,-1,-13,79.3527,-58.7235,-10.3507,-52.357,59.6288,-0.792462,-2.96712,1,13,87.2122,19.3397,21.7474,-82.2131,29.1028,-1.76158,0.843931,-1,93.1781,89.1842,211.378
201602,760006400,-11,178.434,21.9485,-75.6129,160.124,78.734,1.45862,-1.28829,1,11,15.9088,2.70546,-15.1085,-4.18381,15.3488,-0.269315,-1.3936,-1,-13,180.969,-55.6013,114.635,-128.519,127.407,-0.887529,2.0224,1,13,17.5988,16.2233,5.81277,3.56677,17.2332,0.205521,0.344048,-1,88.0787,67.9238,390.279
199435,435603487,-11,90.3422,41.2355,26.398,-75.9242,48.9615,-1.22256,0.569438,1,11,27.5667,-11.9374,3.07736,-24.6566,12.3277,-1.44368,2.88929,-1,13,72.5888,-15.5383,-19.9496,-68.0418,25.2868,-1.71585,-2.23252,-1,-13,21.0021,-8.55187,1.07998,-19.1515,8.61979,-1.53864,3.01597,1,45.3742,14.8388,96.6096
199877,414227757,11,63.5795,41.2423,-27.4609,-39.8411,49.5483,-0.735857,-0.587432,-1,-11,23.2996,1.83993,20.5673,-10.7921,20.6495,-0.501364,1.48158,1,13,35.633,4.50964,30.5744,-17.736,30.9052,-0.546302,1.42436,-1,-13,25.8905,15.3843,20.3009,4.63708,25.4716,0.181058,0.922312,1,55.5035,25.0896,109.823
202237,622212607,11,71.1386,-32.1388,52.0722,36.2807,61.1916,0.562729,2.12376,-1,-11,35.8973,23.7845,-24.1086,11.9032,33.8663,0.344615,-0.792165,1,13,20.6655,13.2812,-6.80614,-14.2947,14.9236,-0.851257,-0.473568,-1,-13,30.5733,-5.58773,-11.7203,-27.679,12.9841,-1.50105,-2.01568,1,91.0123,21.4757,157.87
198213,27000461,-11,19.9808,-18.1299,-5.92449,-5.95312,19.0733,-0.30726,-2.82575,1,11,46.6946,2.45478,9.31211,-45.6907,9.63023,-2.26106,1.31305,-1,-13,40.8539,5.63857,-37.3184,-15.6387,37.742,-0.403333,-1.42084,1,13,38.6629,23.4082,28.0725,-12.6015,36.5514,-0.338273,0.875753,-1,67.7953,39.0043,121.563
202504,1134909166,-11,81.1448,-48.3962,-36.2188,54.1339,60.4483,0.805548,-2.49913,1,11,76.8212,35.2531,2.6012,68.2052,35.3489,1.41165,0.0736528,-1,13,44.5216,25.8095,33.4271,14.0947,42.2315,0.327845,0.913293,-1,-13,70.6188,-9.79481,-38.2059,58.5779,39.4415,1.18652,-1.82176,1,93.1854,87.7308,187.283
199409,1023292406,-11,84.3265,9.26435,-64.6586,53.3328,65.319,0.7455,-1.42848,1,11,37.9524,-3.20181,32.9234,18.6061,33.0787,0.536386,1.66774,-1,-13,89.7762,-45.8625,31.4985,70.4574,55.6374,1.05778,2.53978,1,13,27.9653,26.5486,-8.18602,-3.19529,27.782,-0.114761,-0.299092,-1,91.7736,93.4507,194.901
199569,346269360,-11,81.8897,-22.3004,-31.0792,72.4065,38.2521,1.39467,-2.19319,1,11,9.03785,8.32527,-2.24276,2.70974,8.62207,0.309323,-0.263145,-1,-13,62.0791,16.2644,56.7213,-19.2863,59.0071,-0.321291,1.29155,1,13,37.4933,-0.606246,-22.1897,30.2156,22.198,1.11521,-1.59811,-1,91.4199,36.3279,169.947
199877,30975991,-11,179.385,-26.1963,46.2232,-171.337,53.1303,-1.88725,2.0864,1,11,23.6455,-23.5987,0.695815,-1.31431,23.6089,-0.0556412,3.11212,-1,13,167.601,67.0548,-2.57291,-153.581,67.1042,-1.56576,-0.0383515,-1,-13,243.643,-7.01773,-45.6417,-239.227,46.1781,-2.34724,-1.72336,1,94.3109,82.05,239.757
199569,84956243,-11,165.88,-43.9171,-10.2337,159.633,45.0937,1.97666,-2.91266,1,11,10.2829,-4.95103,-9.01212,-0.0878864,10.2826,-0.00854703,-2.07316,-1,13,136.489,-66.2617,-93.1566,74.5692,114.319,0.613145,-2.18906,-1,-13,60.1677,-30.3074,-45.6693,24.8178,54.8108,0.438593,-2.15669,1,53.1056,14.0718,160.656
202469,340674577,-11,119.024,-27.0429,-53.2316,-102.965,59.707,-1.31318,-2.04084,1,11,41.1676,27.3142,20.9911,-22.5406,34.4484,-0.614851,0.65524,-1,13,55.9462,-10.2779,54.7484,-5.19071,55.7047,-0.0930482,1.75637,-1,-13,56.7285,20.4281,-18.1541,-49.7115,27.3291,-1.35963,-0.726526,1,90.7698,94.1816,204.405
200466,153791279,11,26.5579,-23.4586,7.12186,-10.2125,24.5158,-0.405374,2.84684,-1,-11,24.0504,-2.71281,18.033,15.6803,18.2359,0.778733,1.72011,1,-13,83.5879,-49.9077,60.1416,-29.6502,78.1523,-0.370832,2.26347,1,13,35.2439,11.6191,7.09282,32.5086,13.6129,1.60484,0.548065,-1,90.1462,34.8366,126.292
202504,350555096,11,138.937,-55.7746,10.2341,-126.839,56.7058,-1.54478,2.96012,-1,-11,32.8163,-15.5464,22.5318,18.098,27.3747,0.620524,2.17476,1,13,147.091,25.2793,-55.9511,-133.665,61.3968,-1.52013,-1.14644,-1,-13,235.345,42.2768,24.9331,-230.171,49.0814,-2.24967,0.532854,1,91.4099,107.306,289.451
202272,843269254,-11,26.6004,22.6547,1.98472,13.7987,22.7415,0.574617,0.0873842,1,11,47.0606,13.1286,-1.86149,45.1539,13.2599,1.93937,-0.14085,-1,13,357.202,-68.5959,89.3112,338.985,112.614,1.82165,2.22575,-1,-13,90.6381,-11.2814,-21.1977,87.3994,24.0127,2.00341,-2.05987,1,87.9582,25.8856,172.656
201278,2073195431,11,125.232,-20.5221,-37.8188,117.608,43.0281,1.73055,-2.06797,-1,-11,44.0277,-22.865,32.8457,18.3519,40.0206,0.443845,2.17892,1,-13,77.0033,64.9925,-31.4855,26.7233,72.2174,0.362076,-0.451129,1,13,43.257,-13.4508,29.5928,28.5395,32.5062,0.792403,1.99741,-1,90.8656,93.5331,217.122
203002,630169854,-11,104.381,-80.9524,14.7964,-64.2119,82.2935,-0.717195,2.96081,1,11,53.4882,8.24761,-29.5637,-43.8058,30.6926,-1.15372,-1.29874,-1,13,161.052,-29.1582,52.866,-149.307,60.374,-1.63717,2.07483,-1,-13,34.0359,-23.542,-19.332,-15.1815,30.4623,-0.479754,-2.45407,1,88.0386,84.2663,185.041
202045,684580571,11,98.5579,-61.4289,-25.909,-72.5869,66.6692,-0.942766,-2.74246,-1,-11,35.5344,1.98662,-15.1975,-32.059,15.3268,-1.48391,-1.44081,1,13,79.9191,-37.8477,48.5511,-50.9647,61.5602,-0.754295,2.23294,-1,-13,75.2672,-46.3723,-23.2099,-54.5532,51.8565,-0.917671,-2.67754,1,72.2052,42.5067,136.477
201278,1278946974,-11,81.6792,24.3154,12.7593,-76.9249,27.4598,-1.75369,0.483245,1,11,21.6461,2.07729,-10.7385,18.6795,10.9375,1.30479,-1.37971,-1,-13,208.263,-43.9311,-35.86,-200.394,56.7087,-1.97495,-2.457,1,13,130.916,20.4507,34.8263,-124.531,40.3869,-1.84451,1.03983,-1,94.4153,81.1352,221.318
201278,1072952721,11,63.2606,30.5272,37.671,40.6312,48.4872,0.762049,0.889769,-1,-11,34.6622,-22.2291,-21.6641,-15.4272,31.0398,-0.478539,-2.36907,1,13,132.765,-9.83845,-60.6716,-117.681,61.4641,-1.40479,-1.73156,-1,-13,104.92,5.91613,24.2087,-101.917,24.9211,-2.11622,1.33111,1,92.89,83.2227,272.775
202093,53125147,11,186.42,15.3862,60.0218,-175.821,61.9625,-1.76578,1.31986,-1,-11,113.855,18.9524,-36.6121,-106.129,41.2267,-1.67447,-1.09312,1,13,81.4439,-63.4493,3.53807,-50.9388,63.5478,-0.733903,3.08589,-1,-13,37.1951,22.509,-29.0127,-5.92246,36.7205,-0.160594,-0.910966,1,92.2873,94.5631,246.268
194076,651520176,-11,51.5176,-2.12939,-18.165,-48.1618,18.2894,-1.69564,-1.68749,1,11,14.5632,10.1006,7.14055,7.68617,12.3697,0.587062,0.615369,-1,-13,64.9789,-56.0132,9.17763,31.6314,56.7601,0.531853,2.97919,1,13,28.1848,19.6181,13.8626,14.7422,24.0216,0.580541,0.615157,-1,68.3631,50.4313,156.115
202272,1011698826,-11,69.8731,10.8487,-14.1889,-67.5517,17.8611,-2.04045,-0.91802,1,11,22.6838,16.2421,-2.57749,-15.6238,16.4453,-0.845606,-0.15738,-1,13,143.798,-9.54159,25.7152,-141.158,27.4283,-2.34076,1.9261,-1,-13,33.4933,-2.12538,-19.6616,-27.0314,19.7761,-1.11857,-1.67848,1,54.5144,25.1711,96.3386
200075,451096187,-11,172.748,-22.1758,-42.68,165.917,48.0973,1.95178,-2.04999,1,11,180.15,-6.70543,-43.6059,174.665,44.1184,2.08472,-1.72337,-1,-13,138.497,70.9025,79.166,-88.8095,106.275,-0.760269,0.840407,1,13,36.4009,-21.8456,-2.43516,-29.0148,21.9809,-1.09059,-3.03058,-1,91.7208,16.1837,477.964
194050,519488427,11,295.937,-67.2469,26.2261,-287,72.1801,-2.08891,2.76974,-1,-11,112.451,20.3354,-23.4654,-108.079,31.0508,-1.96041,-0.856736,1,13,302.973,63.1587,-11.9003,-296.077,64.27,-2.23225,-0.186236,-1,-13,126.962,-37.016,22.2813,-119.384,43.2046,-1.74079,2.59975,1,92.116,106.976,212.614
202087,453984349,-11,30.6357,-9.34091,-10.4463,-27.2427,14.0135,-1.41833,-2.30039,1,11,10.8861,7.21796,5.68013,-5.84338,9.18493,-0.599611,0.666729,-1,13,42.545,28.2843,21.9715,-22.9633,35.8155,-0.603793,0.660441,-1,-13,48.1207,-17.1256,-17.9061,-41.2514,24.7773,-1.28288,-2.33392,1,62.8943,24.5387,89.0166
202178,412076062,-11,176.417,-70.4461,12.1215,161.287,71.4814,1.55273,2.97119,1,11,84.9845,-4.28111,-50.1183,68.4995,50.3008,1.11557,-1.65601,-1,13,89.3104,75.6726,47.0485,6.03622,89.1061,0.0676902,0.55625,-1,-13,38.7363,11.2624,-31.9148,18.8439,33.8437,0.531423,-1.23155,1,92.2016,89.388,293.502
201824,201387532,11,115.625,-69.2741,-30.3332,-87.4652,75.6241,-0.987876,-2.72887,-1,-11,37.0032,-8.20614,-34.7883,-9.57456,35.743,-0.264768,-1.80245,1,-13,105.298,82.3396,47.0393,45.7721,94.8288,0.465668,0.519037,1,13,134.235,29.0123,54.1315,119.361,61.416,1.41807,1.0788,-1,86.4414,60.2884,383.023
202272,769186804,-11,77.961,-60.3889,33.7063,-35.9857,69.1588,-0.499325,2.63251,1,11,31.48,2.18547,-30.8111,6.07344,30.8885,0.195379,-1.49998,-1,13,71.252,60.2927,-36.1365,11.6525,70.2926,0.165021,-0.539943,-1,-13,35.4711,-4.67523,33.252,-11.4294,33.5791,-0.334123,1.71048,1,91.0392,87.673,214.1
199833,933684749,-11,85.905,18.3463,61.584,-57.0131,64.2586,-0.799355,1.28126,1,11,35.8887,-34.8968,-5.8041,6.04381,35.3761,0.170024,-2.97678,-1,-13,81.5389,41.6583,-70.0598,-2.18963,81.5094,-0.0268603,-1.03435,1,13,11.9822,-7.8189,-2.21646,8.80425,8.12699,0.93909,-2.86536,-1,94.0772,48.3062,209.337
201174,216745941,11,29.0968,21.7181,-18.6591,-5.1754,28.6328,-0.179781,-0.709781,-1,-11,17.5189,13.9578,2.43077,-10.3045,14.1679,-0.674901,0.172422,1,13,51.9009,-29.4324,-40.6069,-13.3603,50.1517,-0.263343,-2.19798,-1,-13,37.033,26.2934,26.0784,-0.0615322,37.0328,-0.00166156,0.781292,1,86.6496,19.9315,124.634
200369,682768055,11,63.339,-62.5163,-8.96117,-4.8213,63.1553,-0.0762664,-2.99922,-1,-11,63.9772,5.20254,45.1022,-45.0756,45.4012,-0.876293,1.45595,1,13,72.6588,72.1765,-1.429,-8.23458,72.1906,-0.113821,-0.0197961,-1,-13,38.7315,-12.3007,-29.1488,22.3419,31.6379,0.657717,-1.97012,1,87.6851,95.5441,235.929
196452,1315227994,-11,77.8546,73.7667,24.8343,-1.75324,77.8349,-0.0225232,0.324742,1,11,37.9055,-7.01721,-16.7062,-33.2939,18.1201,-1.36846,-1.96845,-1,13,279.719,-51.4121,-20.4717,-274.19,55.338,-2.30354,-2.76265,-1,-13,21.5141,-11.6567,-18.0374,-1.27164,21.4762,-0.0591773,-2.14453,1,87.4673,96.9605,276.642
202178,739864564,11,71.3018,-51.3926,-18.7478,45.7304,54.7054,0.760487,-2.7918,-1,-11,29.7062,23.8532,7.10944,-16.2154,24.8901,-0.612464,0.289667,1,13,61.724,3.27461,-41.1261,45.9104,41.2562,0.958938,-1.49134,-1,-13,35.1733,10.6568,27.9622,-18.4852,29.9241,-0.583973,1.20668,1,90.9372,91.8564,187.414
199021,1464344864,11,53.2019,7.41481,-47.3036,-23.1913,47.8812,-0.467171,-1.41531,-1,-11,49.8184,37.9054,24.0526,21.5992,44.8926,0.464271,0.565432,1,13,56.6781,-53.3272,-12.0463,-14.9499,54.6708,-0.270156,-2.91943,-1,-13,50.6508,10.3564,42.081,26.2188,43.3367,0.57311,1.32949,1,89.5328,92.9728,210.004
201174,185135060,11,95.9583,40.1057,-86.9746,-5.91113,95.776,-0.0616791,-1.13873,-1,-11,42.7437,-11.6092,4.65162,-40.8732,12.5065,-1.9,2.7605,1,-13,95.4266,-46.8745,72.4766,40.6959,86.3138,0.455566,2.14489,1,13,35.8806,34.8815,8.11067,2.21441,35.8121,0.0617949,0.228461,-1,93.6064,97.2644,269.471
199409,195577806,11,73.3829,-32.0413,7.42488,-65.5994,32.8904,-1.44117,2.91388,-1,-11,37.3866,-10.3471,-30.3562,-19.2146,32.0711,-0.568075,-1.8993,1,13,110.361,44.0725,18.2022,-99.5277,47.6834,-1.48199,0.391669,-1,-13,56.0328,-13.6435,-39.9919,-36.7989,42.2552,-0.787061,-1.89957,1,87.756,52.4772,160.54
199409,299748959,11,83.8175,-5.61726,36.2335,75.3722,36.6663,1.46824,1.7246,-1,-11,36.7495,20.3891,11.547,-28.3104,23.4318,-1.02122,0.515296,1,13,83.9788,-53.2027,-48.202,43.5715,71.7911,0.57475,-2.40547,-1,-13,41.4845,17.1898,31.7342,20.455,36.0908,0.540117,1.07436,1,99.0981,100.367,216.238
198269,177095997,11,138.529,82.7039,105.715,34.2755,134.222,0.252666,0.906925,-1,-11,82.1263,-5.19954,55.8003,60.0335,56.042,0.93085,1.66371,1,13,416.32,-80.5007,-229.921,-337.607,243.606,-1.12974,-1.90758,-1,-13,12.354,-2.10093,-10.8471,5.52611,11.0486,0.481357,-1.76211,1,93.2287,87.7534,598.988
202973,779714361,11,128.958,-103.709,65.0192,-40.585,122.405,-0.32577,2.5816,-1,-11,56.1662,-47.979,-23.5587,17.2526,53.4509,0.317418,-2.68515,1,-13,496.672,90.2311,14.0383,488.205,91.3166,2.37818,0.154345,1,13,154.242,17.8923,-43.3002,146.955,46.8513,1.86079,-1.17895,-1,87.8328,94.86,567.962
200369,48304581,-11,107.685,-53.0526,-39.816,-84.8306,66.3317,-1.06551,-2.49777,1,11,54.3442,-16.5282,42.4006,-29.7034,45.5082,-0.613491,1.94249,-1,13,91.203,71.9544,18.0751,53.0455,74.19,0.664908,0.24611,-1,-13,30.8103,-0.128804,-19.9897,-23.4448,19.9901,-0.998458,-1.57724,1,91.0348,94.0663,271.037
200243,26763019,-11,74.4603,-34.3525,28.0828,59.7963,44.3705,1.10718,2.45628,1,11,31.8077,8.44812,-26.6865,-15.106,27.9918,-0.516398,-1.26421,-1,-13,203.332,33.8209,-53.5713,-193.21,63.3541,-1.83404,-1.00766,1,13,38.9025,-19.63,16.3369,-29.3455,25.5388,-0.982947,2.4475,-1,92.8584,86.941,297.315
202299,340486709,-11,176.322,-37.2486,-128.147,115.241,133.45,0.781529,-1.85367,1,11,46.2282,-44.4078,-7.52719,10.4084,45.0413,0.229078,-2.97369,-1,13,119.381,-1.09205,91.8798,-76.2153,91.8863,-0.755502,1.58268,-1,-13,32.524,-8.47395,-18.0225,-25.7134,19.9153,-1.07304,-2.01031,1,93.0901,84.4944,357.088
202299,627007942,11,81.4674,28.474,70.9334,-28.1891,76.435,-0.360911,1.18907,-1,-11,32.0367,-18.5758,-14.9796,-21.3752,23.8631,-0.805698,-2.46296,1,13,109.496,-8.73752,-25.43,-106.143,26.8892,-2.08188,-1.90175,-1,-13,66.3862,5.05631,-11.5173,-65.1837,12.5783,-2.34756,-1.15711,1,84.8396,14.2511,185.881
202044,530312812,-11,82.9177,-37.0276,5.51313,-73.9858,37.4358,-1.433,2.99379,1,11,27.559,24.9259,-3.89959,11.0901,25.2291,0.426524,-0.155189,-1,13,39.1164,32.4666,6.21663,20.913,33.0564,0.596615,0.189188,-1,-13,54.3158,-20.486,-9.89155,-49.3222,22.749,-1.51638,-2.69176,1,90.0009,88.1218,182.313
199699,415865014,11,53.3689,-48.8092,-16.305,-14.1435,51.4606,-0.271494,-2.81919,-1,-11,91.9453,18.8441,-1.05855,-89.9873,18.8738,-2.26586,-0.056115,1,-13,56.059,55.5166,2.88305,7.22425,55.5914,0.12959,0.0518848,1,13,44.0357,-32.7402,-14.181,25.8091,35.6794,0.6717,-2.73285,-1,91.0018,95.2553,233.018
