date,time,LE1,TE1,LE2,TE2,LE3,TE3,LE4,TE4
210622,61952.22478,33,52,28,50,34,60,41,57
210622,61991.73062,14,-1,15,47,25,41,28,42
210622,62006.45231,29,35,24,43,25,45,29,54
210622,62016.02181,7,31,8,29,14,29,15,38
210622,62023.3401,27,32,17,47,24,42,26,44
210622,62024.78886,2,21,3,21,8,26,12,34
210622,62026.91177,18,36,13,37,21,37,25,42
210622,62037.05852,34,49,28,50,35,56,39,53
210622,62044.38233,17,37,16,37,22,44,23,47
210622,62064.42588,22,37,18,42,26,42,26,45
210622,62070.31825,25,38,20,45,31,41,29,48
210622,62072.5636,3,28,5,22,14,27,12,33
210622,62085.15503,10,29,7,31,14,38,17,35
210622,62087.17025,18,39,16,36,21,42,24,43
210622,62098.69879,23,45,21,46,30,48,32,46
210622,62109.43195,31,54,26,59,34,52,38,53
210622,62112.17588,11,33,9,32,18,34,20,34
210622,62118.3292,5,19,1,20,8,25,10,27
210622,62133.21567,27,43,18,46,30,45,31,49
210622,62152.0933,10,48,8,-1,19,42,19,44
210622,62152.48005,10,24,3,27,13,29,12,38
210622,62160.28424,34,51,31,53,37,59,43,57
210622,62164.07804,3,23,1,18,9,27,11,27
210622,62171.94047,14,33,13,33,20,38,22,39
210622,62184.27137,16,33,13,37,21,38,20,46
210622,62187.19236,19,38,17,37,24,39,27,46
210622,62187.88576,19,44,15,47,28,39,22,58
210622,62193.75993,30,48,30,53,37,52,35,54
210622,62196.02579,2,26,1,20,7,23,8,29
210622,62207.29448,24,45,19,44,25,51,27,60
210622,62242.42891,8,25,5,25,10,29,13,33
210622,62247.08155,6,21,2,23,10,26,6,36
210622,62247.71248,29,44,25,42,28,54,35,56
210622,62248.59201,17,29,12,38,22,36,24,38
210622,62251.99387,28,51,21,45,31,49,34,52
210622,62252.1755,7,20,2,26,9,28,13,31
210622,62252.87796,17,28,9,31,18,41,20,46
210622,62283.47932,32,49,28,50,37,53,37,58
210622,62286.59911,31,52,30,49,33,61,39,56
210622,62293.06752,18,39,18,36,23,42,30,43
210622,62295.14278,17,33,9,48,22,37,23,42
210622,62299.86676,25,41,19,46,27,43,31,48
210622,62314.5204,10,40,10,29,16,35,20,34
210622,62319.34313,25,43,22,42,31,43,30,48
210622,62330.73878,24,39,20,46,27,51,30,47
210622,62331.72626,2,29,1,27,11,23,9,28
210622,62332.69068,20,35,16,38,25,41,25,50
210622,62347.29465,28,48,27,47,32,55,34,57
210622,62348.59601,17,37,14,34,24,34,22,41
210622,62358.85646,6,40,2,45,10,43,12,46
210622,62369.3161,32,53,29,47,37,54,37,55
210622,62374.75492,24,43,21,45,32,45,32,46
210622,62392.07942,5,31,9,25,12,41,14,35
210622,62392.3701,20,41,14,42,25,38,26,42
210622,62397.83062,22,36,17,38,25,42,27,46
210622,62415.28427,35,81,30,-1,38,65,42,-1
210622,62430.94359,28,58,27,58,35,50,37,54
210622,62431.69429,25,47,22,49,30,49,33,48
210622,62441.11001,11,28,8,29,17,34,16,34
210622,62444.08971,14,30,12,34,21,34,20,40
210622,62461.25481,26,45,23,46,28,57,30,61
210622,62461.89311,17,38,14,37,23,37,23,45
210622,62488.26907,16,40,18,36,22,39,26,42
210622,62507.62147,14,39,12,37,18,39,22,37
210622,62510.08891,33,51,30,55,33,56,41,56
210622,62513.76631,27,46,25,43,31,44,27,52
210622,62518.52063,28,52,25,52,32,51,37,56
210622,62520.56803,27,43,26,44,32,53,33,50
210622,62524.98854,24,39,23,42,28,46,30,50
210622,62530.17228,11,37,10,30,15,40,19,41
210622,62533.26664,11,27,8,32,17,30,18,33
210622,62533.88497,35,52,30,52,37,59,43,59
210622,62542.02287,26,49,26,46,33,47,31,54
210622,62574.45935,9,28,5,31,14,29,14,39
210622,62578.16117,20,52,17,58,25,48,27,54
210622,62589.48146,13,36,14,31,19,36,23,40
210622,62592.0963,9,29,7,25,15,32,15,32
210622,62599.12658,20,39,20,41,27,44,27,50
210622,62609.25683,19,38,15,39,23,40,23,47
210622,62617.15266,17,40,17,36,24,39,23,47
210622,62623.66353,12,35,10,38,14,40,21,37
210622,62627.07745,7,29,2,38,13,30,14,31
210622,62628.26522,17,34,15,34,21,40,25,41
210622,62644.71997,30,49,30,49,36,53,38,55
210622,62645.71575,0,24,0,34,3,34,5,31
210622,62646.53371,25,42,23,42,29,51,30,46
210622,62649.33466,28,49,30,48,36,51,38,61
210622,62653.50673,27,42,24,45,32,47,32,51
210622,62654.94569,19,41,19,40,26,47,31,48
210622,62672.35052,19,39,19,37,25,42,25,46
210622,62677.51245,14,33,10,35,18,35,17,45
210622,62682.59358,12,33,9,28,17,38,19,37
210622,62683.12239,7,31,9,30,13,37,16,34
210622,62687.90005,3,24,2,24,7,31,11,30
210622,62700.29857,4,-1,4,-1,14,34,15,40
210622,62704.06741,10,29,8,30,11,38,19,35
210622,62718.71315,15,44,18,38,24,37,25,43
210622,62724.61619,19,47,21,45,28,49,30,54
210622,62738.44641,13,30,12,28,20,36,17,41
210622,62741.42264,30,47,28,46,32,54,37,61
210622,62741.66796,17,32,13,37,19,35,22,40
210622,62744.29753,25,45,26,44,30,51,34,55
210622,62762.60472,7,30,7,29,12,33,17,36
210622,62765.51903,29,47,26,45,32,53,35,51
210622,62766.62179,32,50,28,53,36,55,40,55
210622,62769.1006,32,50,31,49,37,52,38,56
210622,62770.73981,9,27,5,30,13,34,16,37
210622,62776.16916,6,28,6,30,12,34,16,35
210622,62781.89923,34,61,30,59,40,54,39,62
210622,62793.85551,10,24,4,29,14,29,14,34
210622,62798.54005,13,31,13,29,19,36,23,37
210622,62815.21015,12,39,15,38,20,41,17,51
210622,62834.57804,13,32,8,29,16,33,18,36
210622,62841.36465,36,51,29,53,39,55,39,60
210622,62844.68558,29,47,25,47,31,52,33,61
210622,62864.162,24,51,27,44,31,55,34,52
210622,62864.27644,21,34,17,40,23,39,28,44
210622,62866.13684,3,21,3,22,9,23,10,32
210622,62891.65386,25,50,22,57,27,55,33,52
210622,62892.46424,17,53,14,54,24,43,25,50
210622,62895.64088,16,37,13,38,21,41,20,42
210622,62900.42167,9,27,5,25,15,30,11,34
210622,62914.36773,18,44,17,44,25,38,28,43
210622,62919.61307,27,45,22,51,29,48,32,55
210622,62920.54347,19,35,14,37,20,47,24,39
210622,62921.0276,26,45,23,49,30,48,33,49
210622,62922.91095,17,41,16,37,21,44,26,41
210622,62924.12267,17,40,16,41,22,44,25,48
210622,62927.18371,31,49,30,50,35,55,38,60
210622,62947.53456,14,29,12,33,16,35,21,36
210622,62957.56641,35,52,31,52,41,55,41,61
210622,62971.16221,8,22,3,25,12,28,13,32
210622,62971.68377,29,49,24,49,35,50,34,53
210622,62974.73699,14,32,8,30,19,33,18,38
210622,62984.71044,12,35,12,32,17,43,22,39
210622,62991.00603,15,31,12,31,22,35,19,41
210622,62992.6115,6,23,2,34,6,30,13,25
210622,63025.54229,33,51,30,51,36,59,39,56
210622,63039.74366,7,25,5,29,13,32,13,33
210622,63063.23969,32,48,28,48,34,53,39,53
210622,63071.49929,8,27,6,26,14,33,14,38
210622,63075.69794,18,41,14,36,23,40,23,47
210622,63089.44851,27,45,23,45,29,45,33,51
210622,63089.96209,6,22,3,30,10,27,12,34
210622,63104.14315,23,42,20,45,28,47,29,49
210622,63111.72098,9,30,4,40,13,31,14,40
210622,63120.73006,24,46,25,50,28,51,36,49
210622,63148.81768,4,-1,5,-1,14,41,14,44
210622,63149.51109,33,46,26,53,37,52,36,59
210622,63157.31967,6,20,2,24,6,38,14,26
210622,63161.70595,19,51,15,60,22,55,24,60
210622,63163.87121,19,51,19,49,31,57,32,-1
210622,63172.71829,18,36,17,35,24,41,24,47
210622,63195.86681,20,63,19,58,30,47,30,51
210622,63197.33955,4,27,4,29,13,30,10,33
210622,63202.57173,15,32,13,36,20,36,21,46
210622,63209.00035,15,34,14,34,20,34,24,40
210622,63212.13305,32,50,29,50,37,54,39,57
210622,63213.94816,11,35,9,32,12,30,12,37
210622,63216.41351,26,50,27,47,32,50,34,57
210622,63223.61693,3,22,0,21,6,22,8,26
210622,63231.06919,28,42,17,31,31,45,31,50
210622,63238.96799,26,45,22,53,31,52,33,53
210622,63243.89603,27,47,24,48,31,53,34,56
210622,63267.79949,12,31,8,34,14,33,18,36
210622,63268.30109,21,42,24,38,29,45,32,47
210622,63281.49989,28,39,18,43,31,47,27,53
210622,63299.52586,30,42,23,47,34,44,30,56
210622,63304.67959,15,28,11,32,13,55,16,-1
210622,63319.69361,35,55,31,55,41,52,40,61
210622,63319.85289,29,53,23,63,34,53,37,52
210622,63328.15578,22,41,19,39,28,42,29,45
210622,63337.05223,23,-1,20,-1,29,-1,30,-1
210622,63339.71269,26,42,23,45,33,50,32,52
210622,63344.97617,29,48,27,46,34,50,37,53
210622,63349.02973,26,39,19,42,28,45,31,47
210622,63358.3647,11,28,9,30,19,34,18,28
210622,63364.48918,17,44,15,41,25,37,25,41
210622,63368.00432,34,52,30,60,40,57,39,61
210622,63374.45438,30,41,25,51,32,52,33,60
210622,63375.23838,19,36,17,37,22,38,27,41
210622,63380.55977,20,52,18,57,26,52,26,52
210622,63395.03528,31,52,28,51,36,51,36,57
210622,63409.00935,11,28,9,28,16,31,18,38
210622,63411.96917,22,39,16,37,21,44,26,45
210622,63414.5048,14,33,10,31,20,35,22,38
210622,63417.39536,0,31,2,19,7,24,14,17
210622,63428.39011,20,40,16,37,23,42,25,42
210622,63432.51881,29,57,27,60,38,52,31,49
210622,63442.77674,20,42,17,43,28,45,29,49
210622,63448.33098,7,28,4,26,15,25,12,31
210622,63449.41934,28,48,27,43,36,50,37,52
210622,63470.99475,22,41,23,36,26,45,28,48
210622,63497.8212,25,44,22,48,28,48,32,48
210622,63503.91484,3,23,2,36,8,32,10,39
210622,63509.05833,9,31,5,30,13,30,14,37
210622,63518.28625,11,35,13,33,19,37,21,41
210622,63524.31098,5,21,3,20,9,26,11,34
210622,63526.94768,24,60,22,67,32,50,32,60
210622,63558.46922,18,36,13,37,17,33,23,48
210622,63590.4072,16,48,16,46,23,41,25,48
210622,63600.03537,7,26,1,24,8,30,12,35
210622,63608.14809,8,-1,5,-1,13,-1,15,-1
210622,63617.14589,27,57,32,49,34,55,43,50
210622,63618.26842,27,41,20,34,28,46,32,54
210622,63624.92653,29,44,29,45,34,52,34,59
210622,63625.00444,13,52,12,53,19,55,21,-1
210622,63625.43502,18,36,14,34,25,37,23,40
210622,63626.14621,20,33,15,33,22,39,17,34
210622,63629.86863,16,38,16,34,21,36,23,47
210622,63631.97494,34,50,31,50,38,54,41,57
210622,63633.38998,8,39,6,39,14,33,16,35
210622,63634.19263,21,39,12,48,27,40,24,51
210622,63638.60641,25,43,22,42,29,47,32,50
210622,63640.35968,19,43,14,44,19,45,27,41
210622,63646.94654,14,33,8,32,19,31,18,37
210622,63665.49902,7,35,5,35,15,41,17,44
210622,63666.13343,30,48,26,45,38,47,33,55
210622,63666.69925,5,29,5,27,11,31,13,31
210622,63674.27517,8,23,3,25,10,28,11,30
210622,63674.69624,16,35,14,37,20,39,23,42
210622,63678.35176,17,33,10,31,20,35,21,39
210622,63680.57497,4,22,1,22,7,23,11,30
210622,63681.09754,33,51,28,53,32,49,42,54
210622,63706.14958,12,31,7,31,13,35,20,37
210622,63740.50753,30,58,29,51,34,53,38,60
210622,63746.74307,30,50,26,51,37,54,39,61
210622,63754.56784,9,29,4,33,12,30,14,32
210622,63758.76515,9,23,5,31,16,29,12,33
210622,63759.02875,11,26,6,29,16,29,13,38
210622,63760.96111,32,47,26,56,35,52,37,55
210622,63782.55435,36,54,30,53,39,58,40,60
210622,63810.38518,19,38,13,37,21,51,23,60
210622,63811.61139,12,44,13,29,15,54,17,-1
210622,63818.00488,14,27,7,35,21,34,13,41
210622,63843.05653,33,48,29,52,36,53,37,63
210622,63848.57259,7,29,2,39,5,-1,14,38
210622,63884.98314,27,43,22,44,29,48,33,48
210622,63908.81408,15,33,13,34,19,39,21,45
210622,63912.18536,3,21,0,20,11,24,7,29
210622,63933.5442,14,47,12,40,21,32,22,42
210622,63935.10229,16,34,12,42,18,39,23,35
210622,63940.73736,20,48,18,42,24,50,29,47
210622,63941.94369,17,42,17,39,24,43,27,44
210622,63953.98274,20,36,18,37,24,44,24,53
210622,63956.72546,27,48,26,43,33,48,33,51
210622,63971.32006,9,23,5,26,10,37,12,35
210622,63971.69498,30,45,24,45,31,50,36,50
210622,63977.70866,1,20,0,19,4,33,5,36
210622,63979.94694,25,45,22,42,32,48,28,62
210622,63988.51097,11,31,11,31,17,31,14,37
210622,63990.20124,12,32,9,34,18,35,19,35
210622,63995.52721,20,41,19,45,28,43,23,47
210622,63996.62137,23,48,26,47,32,48,33,53
210622,64002.58831,29,49,24,48,34,49,32,60
210622,64007.40442,32,53,29,57,36,54,40,55
210622,64014.81994,7,27,3,35,12,31,12,34
210622,64022.29727,28,46,27,43,33,49,34,53
210622,64022.76921,29,50,25,47,33,52,35,58
210622,64029.28053,15,34,8,37,18,33,19,40
210622,64030.48314,21,39,13,44,23,43,27,45
210622,64031.46818,13,33,13,33,21,34,21,39
210622,64035.05675,11,26,8,27,16,30,17,38
210622,64047.86104,25,43,24,41,29,45,33,48
210622,64081.72315,24,43,20,41,30,42,29,48
210622,64082.90027,23,40,19,37,25,42,29,49
210622,64087.57364,14,35,6,43,19,37,17,41
210622,64098.86631,3,25,3,22,9,28,10,33
210622,64108.8288,18,36,16,39,23,38,24,46
210622,64116.02669,29,42,18,35,29,48,32,56
210622,64125.09135,13,30,8,34,19,30,16,39
210622,64135.60465,17,53,15,53,23,49,24,53
210622,64142.73073,22,41,21,44,26,46,30,44
210622,64143.43257,5,26,2,24,13,23,8,36
210622,64148.40772,9,20,2,22,10,36,13,30
210622,64153.33829,33,67,31,74,36,-1,38,-1
210622,64162.80055,3,31,6,22,8,42,9,47
210622,64172.59737,24,43,19,44,29,44,28,52
210622,64179.52096,31,52,32,47,36,57,41,59
210622,64193.39367,21,39,16,36,26,36,28,48
210622,64197.38761,10,36,7,37,14,41,18,43
210622,64197.60476,17,43,15,37,20,43,24,42
210622,64220.49659,19,34,16,47,22,41,24,43
210622,64231.98484,4,30,8,26,15,28,13,34
210622,64236.57135,32,57,25,55,35,54,38,56
210622,64248.68967,15,27,9,34,20,33,20,36
210622,64251.02492,3,22,1,21,7,28,10,29
210622,64261.46465,19,42,19,41,27,36,26,45
210622,64263.67813,24,36,17,43,28,44,28,48
210622,64265.69261,12,55,11,45,18,55,23,43
210622,64295.8678,38,55,30,60,38,60,43,60
210622,64300.52986,2,39,0,34,6,40,8,47
210622,64314.63707,17,42,17,36,24,44,26,44
210622,64321.62415,6,33,3,39,8,32,15,31
210622,64330.48381,7,27,7,28,15,30,16,34
210622,64357.43181,10,32,13,29,17,35,22,41
210622,64370.70033,6,36,4,31,9,34,14,37
210622,64382.3323,25,39,20,45,30,46,29,52
210622,64389.72463,26,48,25,45,32,53,35,57
210622,64394.49957,2,27,1,24,10,23,10,30
210622,64399.4907,34,60,31,64,39,55,42,61
210622,64399.63553,8,26,8,31,15,28,16,35
210622,64406.0191,31,48,28,50,33,55,38,55
210622,64407.06541,6,36,4,36,11,42,8,-1
210622,64410.63007,29,40,22,45,30,57,32,53
210622,64414.85458,7,24,1,26,9,26,12,32
210622,64415.29173,11,51,10,55,18,47,20,52
210622,64423.51843,20,42,17,38,23,45,27,48
210622,64431.45985,37,53,31,51,41,59,42,60
210622,64444.96214,31,53,31,53,38,52,38,59
210622,64445.04124,15,34,16,35,22,41,22,43
210622,64447.84902,31,47,26,52,36,48,34,56
210622,64449.20327,13,35,15,36,20,40,21,41
210622,64450.11364,11,26,4,33,14,32,13,39
210622,64450.92103,7,26,2,25,9,30,11,30
210622,64456.03223,1,28,6,22,10,27,12,28
210622,64459.83042,13,35,10,34,19,31,18,35
210622,64462.33898,32,48,27,48,37,49,39,52
210622,64484.07479,4,20,2,16,6,31,7,38
210622,64486.58725,19,38,18,40,20,43,27,45
210622,64496.22455,21,43,18,36,27,44,29,48
210622,64509.44437,5,31,5,25,9,28,15,29
210622,64513.98819,7,31,11,25,12,33,16,35
210622,64519.56102,11,40,8,38,19,44,19,49
210622,64533.00677,17,36,14,38,23,35,25,41
210622,64556.40322,17,34,12,34,21,37,23,41
210622,64557.21919,6,27,4,27,17,30,13,-1
210622,64560.28895,27,45,21,40,30,46,31,48
210622,64563.02713,19,32,14,45,22,40,22,51
210622,64570.28785,36,54,29,54,37,57,41,58
210622,64578.90102,14,37,8,39,19,32,17,40
210622,64580.73234,21,35,17,41,27,39,25,47
210622,64583.41847,28,45,26,48,31,51,34,58
210622,64585.96768,15,37,15,32,18,38,23,40
210622,64586.63431,14,32,11,29,19,35,15,42
210622,64591.8868,18,36,16,33,22,44,20,51
210622,64594.86821,25,42,24,44,31,48,30,49
210622,64597.00549,12,32,11,35,18,32,18,40
210622,64601.43512,11,46,16,35,22,38,19,44
210622,64610.14871,14,31,6,34,18,31,16,38
210622,64615.02613,16,45,12,48,21,41,22,52
210622,64616.0525,29,48,27,45,33,50,37,52
210622,64616.98624,21,40,21,42,26,42,30,47
210622,64631.25964,17,32,13,39,21,40,24,45
210622,64635.26716,1,27,0,20,7,26,9,26
210622,64635.37289,12,38,14,33,21,35,21,43
210622,64643.16349,8,35,12,30,16,35,18,37
210622,64663.87143,33,47,29,59,41,53,38,65
210622,64679.46386,24,44,18,42,27,45,30,43
210622,64679.88583,31,50,29,51,36,57,39,58
210622,64686.53474,20,39,17,53,26,41,26,45
210622,64692.21893,15,44,17,33,22,46,23,53
210622,64718.55374,26,43,23,45,32,49,30,49
210622,64724.75966,23,39,15,43,25,41,27,45
210622,64726.32839,15,35,13,32,16,41,24,35
210622,64730.00125,28,42,20,47,31,50,32,48
210622,64734.16054,2,23,4,23,11,23,8,32
210622,64735.76335,16,37,17,39,20,41,28,39
210622,64738.75222,19,35,14,35,19,49,26,40
210622,64742.3006,3,21,0,21,7,24,8,25
210622,64743.07656,13,34,10,31,18,38,20,37
210622,64749.82405,27,47,24,47,33,48,30,60
210622,64755.87838,10,38,9,38,16,33,19,35
210622,64768.4159,4,20,0,24,7,25,12,26
210622,64784.26015,8,32,11,29,15,33,18,37
210622,64786.52281,4,20,2,18,7,25,8,27
210622,64800.1054,35,56,31,56,39,52,39,64
210622,64812.86658,26,39,20,41,27,50,31,49
210622,64820.45355,8,32,8,28,15,35,14,36
210622,64825.63531,22,42,21,40,24,49,31,51
210622,64827.17751,24,45,19,46,28,51,30,46
210622,64828.58063,32,46,25,49,33,47,35,50
210622,64840.71312,6,20,0,22,11,28,9,32
210622,64842.57219,10,34,7,51,15,40,16,44
210622,64843.06525,31,64,28,63,35,61,36,69
210622,64848.87153,14,39,15,36,21,41,23,47
210622,64853.32084,0,20,2,21,6,22,7,34
210622,64854.92693,7,26,4,28,9,35,13,34
210622,64872.1994,19,-1,20,58,25,57,33,49
210622,64894.0242,25,43,22,44,28,50,31,51
210622,64905.35454,29,44,22,45,34,48,33,56
210622,64906.06975,20,46,16,38,25,43,25,49
210622,64910.67743,5,23,2,21,7,29,10,31
210622,64926.77201,12,32,9,32,19,34,19,42
210622,64941.24794,24,44,18,46,27,45,28,48
210622,64948.72936,32,46,23,52,33,48,35,55
210622,64962.29891,7,29,6,27,12,30,16,34
210622,64968.22478,19,40,16,36,22,42,26,42
210622,64970.23383,11,36,9,34,16,33,19,35
210622,64972.40108,29,47,26,48,31,58,36,54
210622,64981.74596,18,39,13,39,22,39,25,38
210622,64984.70254,28,44,28,48,34,49,36,58
210622,65015.77299,33,55,30,56,39,64,41,68
210622,65020.2258,22,49,22,45,30,46,30,47
210622,65027.13428,17,32,13,32,17,39,24,36
210622,65033.08974,5,26,2,36,10,27,10,31
210622,65035.85553,24,54,19,57,31,51,33,46
210622,65041.52836,8,22,1,24,8,27,13,30
210622,65048.56574,2,20,0,17,7,19,8,29
210622,65072.01465,19,42,15,39,23,49,26,55
210622,65086.33975,20,38,15,38,24,46,27,51
210622,65087.25065,15,60,17,56,31,-1,36,-1
210622,65089.53387,8,31,8,27,15,28,14,36
210622,65101.25435,16,33,12,31,19,38,23,34
210622,65105.24304,26,44,22,43,29,51,31,49
210622,65108.56383,29,44,27,47,33,47,35,53
210622,65113.63989,15,30,11,29,19,33,17,37
210622,65117.68642,22,43,20,42,26,45,31,46
210622,65120.29856,14,34,15,36,20,40,21,42
210622,65130.92431,2,22,0,24,4,26,12,25
210622,65150.00344,13,31,11,30,19,33,19,40
210622,65154.29439,7,32,11,31,13,34,21,33
210622,65160.68327,14,29,11,34,19,37,18,39
210622,65167.29312,0,27,2,26,11,36,14,39
210622,65175.47695,13,39,16,34,21,37,24,38
210622,65177.71121,19,39,14,40,25,37,24,47
210622,65177.89586,25,47,24,43,33,46,33,53
210622,65190.1851,14,35,14,20,19,33,19,44
210622,65196.28087,16,36,11,50,14,-1,15,-1
210622,65216.42261,33,47,24,50,33,53,36,57
210622,65222.48486,33,64,28,73,37,65,40,67
210622,65225.13926,16,35,11,31,18,34,23,38
210622,65241.93072,3,24,0,23,8,29,11,27
210622,65244.40421,15,31,14,31,19,43,21,45
210622,65253.26532,21,37,16,38,24,40,25,44
210622,65258.78672,27,53,30,50,35,54,37,56
210622,65258.95747,16,45,13,50,21,45,23,45
210622,65274.97934,24,39,17,50,28,43,30,48
210622,65280.27387,28,46,23,47,31,46,33,52
210622,65280.32739,11,27,9,30,16,37,16,36
210622,65289.95127,5,17,1,21,8,28,9,33
210622,65301.19625,4,39,5,29,13,32,15,37
210622,65315.54475,24,50,27,46,30,50,33,58
210622,65319.01657,5,21,1,25,10,26,9,31
210622,65320.59883,31,42,24,47,32,53,34,50
210622,65326.26156,30,47,24,51,33,49,37,53
210622,65333.53161,14,24,5,33,17,30,18,35
210622,65338.07454,10,30,7,28,10,38,18,38
210622,65348.25428,30,47,25,49,32,57,35,59
210622,65358.0708,8,28,7,24,13,31,14,37
210622,65363.54058,16,28,11,38,20,39,22,32
210622,65364.34628,18,34,16,33,22,40,24,41
210622,65365.89155,6,27,7,28,13,31,12,39
210622,65411.04416,17,37,12,39,23,36,19,52
210622,65414.44338,24,44,20,42,30,46,29,51
210622,65421.98571,14,28,9,33,14,37,20,42
210622,65423.78252,13,37,9,29,10,-1,12,-1
210622,65432.39975,26,42,24,43,30,44,32,49
210622,65437.25365,9,28,9,28,17,34,16,35
210622,65441.67793,17,33,7,26,20,39,22,40
210622,65463.72805,20,37,15,34,25,36,26,41
210622,65475.42637,32,50,29,48,35,57,40,57
210622,65479.09131,9,26,6,28,14,28,14,32
210622,65483.23181,21,38,17,44,25,42,27,48
210622,65483.5964,12,51,11,46,19,38,18,42
210622,65488.38098,6,31,3,39,16,28,11,33
210622,65488.98276,24,42,20,45,28,45,31,50
210622,65489.75628,30,56,28,51,37,51,38,56
210622,65497.93758,2,21,1,22,6,26,9,23
210622,65529.94875,29,51,30,51,37,49,35,58
210622,65539.71226,30,56,27,67,32,-1,34,-1
210622,65541.5973,12,29,10,30,17,34,20,38
210622,65555.4327,23,42,20,40,26,46,30,47
210622,65568.85734,8,29,2,25,12,29,11,33
210622,65579.678,12,28,6,30,15,33,18,32
210622,65582.57397,31,49,28,49,36,51,37,55
210622,65587.13821,6,24,5,22,13,27,11,27
210622,65596.60717,15,36,11,33,21,39,21,44
210622,65600.60444,23,39,18,36,25,46,28,50
210622,65601.80669,12,31,8,34,20,30,16,38
210622,65605.14959,9,27,5,23,16,27,15,33
210622,65611.03319,20,40,15,40,26,42,26,43
210622,65617.21203,20,41,17,41,27,38,24,47
210622,65624.94187,25,47,28,46,32,50,36,53
210622,65629.38671,11,35,9,35,12,40,14,37
210622,65636.96324,31,47,30,48,34,60,37,57
210622,65641.52622,31,44,25,45,33,47,34,56
210622,65644.66152,0,18,0,16,6,25,4,38
210622,65649.01247,3,20,2,26,11,22,8,33
210622,65651.03808,32,55,30,52,38,54,40,60
210622,65664.49677,30,55,25,54,37,50,38,55
210622,65667.02221,9,29,6,26,14,30,14,33
210622,65670.22668,16,32,12,36,19,37,22,41
210622,65670.56514,27,46,20,56,31,50,33,46
210622,65672.82727,9,36,7,39,16,34,16,38
210622,65691.40722,28,47,20,53,34,47,32,52
210622,65694.27514,3,-1,3,43,10,38,12,36
210622,65704.62444,21,38,18,41,29,40,25,43
210622,65717.20301,32,47,25,54,33,54,38,57
210622,65725.30898,21,42,13,44,24,45,25,43
210622,65733.74099,5,21,2,19,7,25,11,28
210622,65737.73851,28,48,25,46,31,62,33,60
210622,65745.30346,24,37,16,45,25,44,28,46
210622,65766.37255,10,28,5,28,11,33,16,37
210622,65769.64149,34,64,29,77,37,71,37,76
210622,65782.62871,10,33,7,26,15,30,14,37
210622,65786.15092,29,44,24,46,33,47,28,56
210622,65790.75292,5,23,3,26,11,29,13,28
210622,65794.04372,20,38,17,26,22,43,25,45
210622,65795.51678,8,29,9,33,13,35,17,33
210622,65812.88815,9,30,7,31,13,31,19,31
210622,65816.29944,36,49,30,52,38,51,41,55
210622,65820.71165,25,44,23,47,29,53,31,52
210622,65833.96426,5,22,2,21,9,25,11,29
210622,65860.60317,14,40,11,39,17,44,20,46
210622,65863.98691,6,20,0,19,3,29,8,35
210622,65867.61151,22,43,17,46,27,44,26,50
210622,65873.8632,2,27,1,20,7,26,10,26
210622,65877.07141,29,60,27,58,32,60,36,60
210622,65886.85619,14,31,12,33,21,34,16,45
210622,65888.02201,28,53,27,50,33,51,37,55
210622,65892.17943,11,28,7,28,14,30,16,38
210622,65895.94947,20,37,17,37,25,41,24,43
210622,65902.37186,33,49,29,48,37,51,38,56
210622,65903.05936,21,63,22,56,28,55,33,53
210622,65904.92518,30,49,27,48,34,51,35,53
210622,65917.82458,23,43,20,40,24,49,31,47
210622,65928.81634,26,42,20,42,29,47,33,54
210622,65936.67857,0,28,4,22,11,25,9,28
210622,65950.64954,4,25,2,26,10,30,11,35
210622,65955.2826,3,21,0,20,5,27,11,27
210622,65962.56894,7,42,2,42,10,40,12,-1
210622,65965.63236,11,33,11,29,18,36,21,37